task_id,0.0,0.1,0.3,0.5,0.7,0.9
15,0.0,0.0,0.0,0.0,0.0,0.0
23,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
24,1.0,,,,,
29,1.0,,,,,
32,1.0,,,,,
34,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,,
51,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0
60,0.0,0.0,0.0,0.0,0.0,0.0
65,1.0,,,,,
69,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
70,1.0,,,,,
71,1.0,,,,,
73,0.0,0.0,0.0,0.0,0.0,1.0
75,0.0,0.0,0.0,0.0,0.0,0.0
90,1.0,,,,,
95,1.0,,,,,
100,0.0,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0
105,1.0,,,,,
108,1.0,,,,,
119,0.0,0.0,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.0,0.0,0.0
127,1.0,,,,,
130,1.0,,,,,
133,1.0,,,,,
144,0.0,0.0,0.0,0.0,0.0,0.0
145,0.0,0.0,1.0,,,
148,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
149,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
153,0.0,0.0,0.0,0.0,0.0,0.0
154,1.0,,,,,
157,1.0,,,,,
158,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333
159,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0
164,0.0,0.0,0.0,0.0,0.0,0.0
165,0.0,0.0,0.0,0.0,0.0,0.0
169,1.0,,,,,
171,1.0,,,,,
172,1.0,,,,,
177,0.0,0.0,0.0,0.0,0.0,0.0
179,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
180,0.0,0.0,0.0,0.0,0.0,0.0
185,0.0,0.0,0.0,0.0,0.0,0.0
187,0.0,0.0,0.0,0.0,0.0,0.0
188,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
190,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
191,1.0,,,,,
193,1.0,,,,,
197,1.0,,,,,
201,1.0,,,,,
203,1.0,,,,,
209,0.0,0.0,0.0,0.0,0.0,1.0
210,1.0,,,,,
213,1.0,,,,,
214,1.0,,,,,
220,0.0,0.0,0.0,0.0,,
235,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0
237,1.0,,,,,
239,0.0,0.0,0.0,0.0,0.0,0.0
240,0.0,0.0,0.0,0.0,0.0,0.0
241,1.0,,,,,
245,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
248,0.0,0.0,0.0,1.0,,
249,1.0,,,,,
252,0.0,0.0,0.0,1.0,,
256,0.0,0.0,0.0,0.0,0.0,0.0
263,1.0,,,,,
267,1.0,,,,,
268,0.0,0.0,0.0,0.0,0.0,0.0
273,1.0,,,,,
277,1.0,,,,,
280,1.0,,,,,
288,0.0,0.0,0.0,0.0,0.0,0.0
294,0.0,0.0,0.0,0.0,0.0,0.0
301,0.6666666666666666,0.6666666666666666,1.0,,,
303,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,
304,0.0,0.0,0.0,0.0,0.0,
308,0.0,0.0,0.0,0.0,0.0,0.0
310,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
314,0.0,0.0,0.0,0.0,0.0,0.0
316,0.0,0.0,1.0,,,
325,1.0,,,,,
332,1.0,,,,,
337,0.5,0.5,0.5,1.0,,
343,0.0,0.0,0.0,0.0,0.0,0.0
345,0.0,0.0,1.0,,,
346,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
349,1.0,,,,,
352,1.0,,,,,
358,1.0,,,,,
359,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
362,1.0,,,,,
364,1.0,,,,,
379,1.0,,,,,
381,1.0,,,,,
385,0.0,0.0,0.0,0.0,0.0,0.0
388,0.0,0.0,1.0,,,
397,1.0,,,,,
400,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
401,0.0,0.0,0.0,0.0,0.0,0.0
404,1.0,,,,,
405,1.0,,,,,
407,0.0,0.0,0.0,0.0,0.0,0.0
411,1.0,,,,,
412,1.0,,,,,
417,0.0,0.0,0.0,0.0,0.0,0.0
422,0.3333333333333333,0.3333333333333333,1.0,,,
425,1.0,,,,,
426,0.0,0.0,0.0,0.0,0.0,0.0
428,1.0,,,,,
431,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
434,1.0,,,,,
437,0.0,0.0,0.0,0.0,0.0,0.0
440,0.0,0.0,0.0,0.0,0.0,0.0
447,0.0,0.0,0.0,0.0,0.0,0.0
448,0.0,0.0,0.0,0.0,0.0,0.0
450,0.3333333333333333,1.0,,,,
456,1.0,,,,,
459,1.0,,,,,
464,1.0,,,,,
467,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333
472,1.0,,,,,
475,0.0,0.0,0.0,1.0,,
478,1.0,,,,,
484,1.0,,,,,
487,1.0,,,,,
491,0.0,0.0,0.0,0.0,0.0,0.0
497,0.0,0.0,0.0,0.0,1.0,
503,0.0,0.0,0.0,0.0,0.0,0.0
509,0.0,0.0,0.0,1.0,,
510,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
